,X,Y,Z,obj_name
13281,-0.1073,12.7781,1.1266,FinalBaseMesh.obj
13282,-1e-04,13.0186,1.1428,FinalBaseMesh.obj
13283,-1e-04,12.8942,1.1346,FinalBaseMesh.obj
13284,-1e-04,12.7757,1.1266,FinalBaseMesh.obj
13285,-0.5893,13.7696,1.0912,FinalBaseMesh.obj
13286,-0.5502,13.6423,1.1065,FinalBaseMesh.obj
13287,-0.521,13.5168,1.1116,FinalBaseMesh.obj
13288,-0.6119,13.4773,1.0682,FinalBaseMesh.obj
13289,-0.5921,13.3706,1.0707,FinalBaseMesh.obj
13290,-0.6881,13.431,1.02,FinalBaseMesh.obj
13291,-0.6697,13.3415,1.0247,FinalBaseMesh.obj
13292,-0.7471,13.3868,0.9753,FinalBaseMesh.obj
13293,-0.7347,13.3152,0.9786,FinalBaseMesh.obj
13294,-0.7853,13.3562,0.9447,FinalBaseMesh.obj
13295,-0.7896,13.3023,0.9385,FinalBaseMesh.obj
13296,-0.8222,13.3866,0.9264,FinalBaseMesh.obj
13297,-0.7978,13.23,0.9348,FinalBaseMesh.obj
13298,-0.7342,13.2353,0.9802,FinalBaseMesh.obj
13299,-0.7413,13.1492,0.9836,FinalBaseMesh.obj
13300,-0.8093,13.1488,0.9353,FinalBaseMesh.obj
13301,-0.7534,13.0588,0.989,FinalBaseMesh.obj
13302,-0.8231,13.0622,0.9398,FinalBaseMesh.obj
13303,-0.8919,13.0695,0.8909,FinalBaseMesh.obj
13304,-0.664,13.2493,1.0274,FinalBaseMesh.obj
13305,-0.6676,13.1541,1.0307,FinalBaseMesh.obj
13306,-0.5842,13.2648,1.0713,FinalBaseMesh.obj
13307,-0.5856,13.1589,1.0724,FinalBaseMesh.obj
13308,-0.5025,13.0467,1.1036,FinalBaseMesh.obj
13309,-0.5939,13.0526,1.0741,FinalBaseMesh.obj
13310,-0.6778,13.0564,1.035,FinalBaseMesh.obj
13311,-0.2535,15.3059,1.1414,FinalBaseMesh.obj
13312,-0.3368,15.4222,1.1346,FinalBaseMesh.obj
13313,-0.4371,15.4405,1.1323,FinalBaseMesh.obj
13314,-0.3196,15.5258,1.1067,FinalBaseMesh.obj
13315,-0.4168,15.5457,1.1013,FinalBaseMesh.obj
13316,-0.3014,15.6288,1.0736,FinalBaseMesh.obj
13317,-0.3969,15.649,1.0672,FinalBaseMesh.obj
13318,-0.4961,15.668,1.0524,FinalBaseMesh.obj
13319,-0.3784,15.7518,1.0273,FinalBaseMesh.obj
13320,-0.4766,15.7688,1.0133,FinalBaseMesh.obj
13321,-0.5977,15.6864,1.0334,FinalBaseMesh.obj
13322,-0.5776,15.7847,0.9947,FinalBaseMesh.obj
13323,-0.6805,15.7995,0.9732,FinalBaseMesh.obj
13324,-0.7002,15.7043,1.0127,FinalBaseMesh.obj
13325,-0.7232,15.6097,1.0511,FinalBaseMesh.obj
13326,-0.6208,15.5874,1.0695,FinalBaseMesh.obj
13327,-0.8021,15.7202,0.9885,FinalBaseMesh.obj
13328,-0.824,15.6296,1.0276,FinalBaseMesh.obj
13329,-0.8509,15.5378,1.0598,FinalBaseMesh.obj
13330,-0.7507,15.511,1.0811,FinalBaseMesh.obj
13331,-0.9218,15.6455,0.9984,FinalBaseMesh.obj
13332,-0.9468,15.5594,1.0315,FinalBaseMesh.obj
13333,-0.9027,15.7329,0.9607,FinalBaseMesh.obj
13334,-0.6469,15.4849,1.102,FinalBaseMesh.obj
13335,-0.7831,15.4083,1.1062,FinalBaseMesh.obj
13336,-0.6767,15.3771,1.1291,FinalBaseMesh.obj
13337,-0.5414,15.4612,1.1203,FinalBaseMesh.obj
13338,-0.518,15.5661,1.0876,FinalBaseMesh.obj
13339,-0.7842,15.8127,0.9491,FinalBaseMesh.obj
13340,-0.559,15.884,0.9554,FinalBaseMesh.obj
13341,-0.6628,15.8966,0.9342,FinalBaseMesh.obj
13342,-0.7686,15.9077,0.9102,FinalBaseMesh.obj
13343,-0.6456,15.995,0.8933,FinalBaseMesh.obj
13344,-0.7534,16.0046,0.8692,FinalBaseMesh.obj
13345,0.3268,14.8027,1.0899,FinalBaseMesh.obj
13346,0.3122,14.7015,1.0833,FinalBaseMesh.obj
13347,0.301,14.5945,1.0872,FinalBaseMesh.obj
13348,0.2902,14.4757,1.0983,FinalBaseMesh.obj
13349,0.4399,14.4282,1.0929,FinalBaseMesh.obj
13350,0.2776,14.3424,1.1119,FinalBaseMesh.obj
13351,0.4231,14.2948,1.1034,FinalBaseMesh.obj
13352,0.2624,14.1957,1.1244,FinalBaseMesh.obj
13353,0.4008,14.1547,1.1155,FinalBaseMesh.obj
13354,0.3758,14.0102,1.134,FinalBaseMesh.obj
13355,0.5432,14.0982,1.089,FinalBaseMesh.obj
13356,0.5076,13.9631,1.1086,FinalBaseMesh.obj
13357,0.575,14.2352,1.0758,FinalBaseMesh.obj
13358,0.6877,14.0236,1.0462,FinalBaseMesh.obj
13359,0.7379,14.1622,1.0276,FinalBaseMesh.obj
13360,0.8272,13.9252,0.9889,FinalBaseMesh.obj
13361,0.6363,13.8964,1.069,FinalBaseMesh.obj
13362,0.7527,13.8083,1.0191,FinalBaseMesh.obj
13363,0.1294,14.2215,1.1178,FinalBaseMesh.obj
13364,0.1372,14.3757,1.1033,FinalBaseMesh.obj
13365,-0.0,14.2301,1.1116,FinalBaseMesh.obj
13366,-0.2213,12.6744,1.1177,FinalBaseMesh.obj
13367,-2.1075,0.3223,1.3869,FinalBaseMesh.obj
13368,-2.0934,0.2894,1.3828,FinalBaseMesh.obj
13369,-2.0882,0.2533,1.3818,FinalBaseMesh.obj
13370,-2.0997,0.2529,1.4217,FinalBaseMesh.obj
13371,-2.1053,0.2452,1.4689,FinalBaseMesh.obj
13372,-2.1053,0.2896,1.4263,FinalBaseMesh.obj
13373,-2.1103,0.2847,1.4783,FinalBaseMesh.obj
13374,-2.1194,0.3244,1.4329,FinalBaseMesh.obj
13375,-2.1282,0.3243,1.4891,FinalBaseMesh.obj
13376,-2.1478,0.298,1.5481,FinalBaseMesh.obj
13377,-2.119,0.268,1.5363,FinalBaseMesh.obj
13378,-2.1068,0.231,1.5232,FinalBaseMesh.obj
13379,-2.1037,0.2073,1.4615,FinalBaseMesh.obj
13380,-2.0989,0.1697,1.4544,FinalBaseMesh.obj
13381,-2.1031,0.1933,1.512,FinalBaseMesh.obj
13382,-2.1046,0.1562,1.5008,FinalBaseMesh.obj
13383,-2.1451,0.225,1.5927,FinalBaseMesh.obj
13384,-2.1201,0.2028,1.5852,FinalBaseMesh.obj
13385,-2.1525,0.1999,1.67,FinalBaseMesh.obj
13386,-2.1335,0.1706,1.6565,FinalBaseMesh.obj
13387,-2.1141,0.1413,1.6423,FinalBaseMesh.obj
13388,-2.1105,0.1706,1.5717,FinalBaseMesh.obj
13389,-2.1518,0.1398,1.7191,FinalBaseMesh.obj
13390,-2.1313,0.1109,1.7061,FinalBaseMesh.obj
13391,-2.1673,0.1718,1.7373,FinalBaseMesh.obj
13392,-2.174,0.2389,1.5947,FinalBaseMesh.obj
13393,-2.1845,0.217,1.6719,FinalBaseMesh.obj
13394,-2.1969,0.202,1.7411,FinalBaseMesh.obj
13395,-1.9696,0.4094,1.4355,FinalBaseMesh.obj
13396,-1.9882,0.4088,1.5188,FinalBaseMesh.obj
13397,-1.9418,0.4094,1.524,FinalBaseMesh.obj
13398,-1.9893,0.3365,1.5889,FinalBaseMesh.obj
13399,-2.0246,0.3283,1.5827,FinalBaseMesh.obj
13400,-1.995,0.2654,1.6561,FinalBaseMesh.obj
13401,-2.0257,0.2579,1.6552,FinalBaseMesh.obj
13402,-2.0531,0.3059,1.571,FinalBaseMesh.obj
13403,-2.0512,0.2419,1.6515,FinalBaseMesh.obj
13404,-2.0359,0.2362,1.7448,FinalBaseMesh.obj
13405,-2.0017,0.2471,1.7409,FinalBaseMesh.obj
13406,-2.0471,0.1799,1.8094,FinalBaseMesh.obj
13407,-2.0319,0.2107,1.823,FinalBaseMesh.obj
13408,-2.0609,0.2137,1.7414,FinalBaseMesh.obj
13409,-1.9964,0.2341,1.812,FinalBaseMesh.obj
13410,-1.9667,0.1964,1.8414,FinalBaseMesh.obj
13411,-1.9964,0.1683,1.8407,FinalBaseMesh.obj
13412,-2.019,0.1478,1.8392,FinalBaseMesh.obj
13413,-0.8231,15.2997,1.1236,FinalBaseMesh.obj
13414,-0.712,15.2615,1.1459,FinalBaseMesh.obj
13415,-0.9244,15.3428,1.0965,FinalBaseMesh.obj
13416,-0.8836,15.442,1.0814,FinalBaseMesh.obj
13417,-0.9782,15.4727,1.0544,FinalBaseMesh.obj
13418,-1.0176,15.3839,1.0658,FinalBaseMesh.obj
13419,-1.0652,15.4976,1.0228,FinalBaseMesh.obj
13420,-1.1029,15.4193,1.0344,FinalBaseMesh.obj
13421,-1.1423,15.5193,0.9922,FinalBaseMesh.obj
13422,-1.1777,15.4523,1.0035,FinalBaseMesh.obj
13423,-1.1496,15.3409,1.0357,FinalBaseMesh.obj
13424,-1.0669,15.2933,1.0696,FinalBaseMesh.obj
13425,-1.0406,15.1384,1.0973,FinalBaseMesh.obj
13426,-0.976,15.2401,1.1035,FinalBaseMesh.obj
13427,-1.1261,15.2042,1.0636,FinalBaseMesh.obj
13428,-1.1166,15.0524,1.0635,FinalBaseMesh.obj
13429,-1.136,14.9116,1.0003,FinalBaseMesh.obj
13430,-1.1936,14.9903,1.0039,FinalBaseMesh.obj
13431,-1.1906,15.1256,1.0375,FinalBaseMesh.obj
13432,-1.2555,15.0633,0.9919,FinalBaseMesh.obj
13433,-1.2037,15.2638,1.0276,FinalBaseMesh.obj
13434,-1.2227,15.3854,1.0039,FinalBaseMesh.obj
13435,-1.2738,15.3187,0.994,FinalBaseMesh.obj
13436,-1.2611,15.1924,1.0063,FinalBaseMesh.obj
13437,-1.3177,15.1308,0.9702,FinalBaseMesh.obj
13438,-1.327,15.2544,0.9736,FinalBaseMesh.obj
13439,-1.3785,15.1945,0.9424,FinalBaseMesh.obj
13440,-1.2846,15.43,0.9704,FinalBaseMesh.obj
13441,-1.3359,15.3725,0.9589,FinalBaseMesh.obj
13442,-1.3347,15.4782,0.9337,FinalBaseMesh.obj
13443,-1.3896,15.4288,0.919,FinalBaseMesh.obj
13444,-1.2393,15.485,0.9729,FinalBaseMesh.obj
13445,-1.2851,15.5207,0.9422,FinalBaseMesh.obj
13446,-1.1186,15.5892,0.9697,FinalBaseMesh.obj
13447,-1.1918,15.596,0.9442,FinalBaseMesh.obj
13448,-1.2062,15.5377,0.9655,FinalBaseMesh.obj
13449,-1.2552,15.5928,0.9236,FinalBaseMesh.obj
13450,-1.2493,15.5503,0.9456,FinalBaseMesh.obj
13451,-1.3139,15.5703,0.9089,FinalBaseMesh.obj
13452,-1.2642,15.6551,0.891,FinalBaseMesh.obj
13453,-1.3378,15.6334,0.8706,FinalBaseMesh.obj
13454,-1.187,15.6643,0.9137,FinalBaseMesh.obj
13455,-1.1041,15.6641,0.9392,FinalBaseMesh.obj
13456,-1.2757,15.7293,0.8528,FinalBaseMesh.obj
13457,-1.1878,15.7414,0.8779,FinalBaseMesh.obj
13458,-1.2883,15.8119,0.8102,FinalBaseMesh.obj
13459,-1.1915,15.8256,0.8381,FinalBaseMesh.obj
13460,-1.3749,15.5348,0.8935,FinalBaseMesh.obj
13461,-1.0363,15.5764,0.9994,FinalBaseMesh.obj
13462,-1.0154,15.6571,0.9676,FinalBaseMesh.obj
13463,-1.001,15.7414,0.9321,FinalBaseMesh.obj
13464,-0.888,15.8233,0.9229,FinalBaseMesh.obj
13465,-0.991,15.8298,0.8948,FinalBaseMesh.obj
13466,-1.0923,15.831,0.8665,FinalBaseMesh.obj
13467,-1.0962,15.7448,0.9044,FinalBaseMesh.obj
13468,-0.9831,15.9218,0.8549,FinalBaseMesh.obj
13469,-1.0901,15.9218,0.825,FinalBaseMesh.obj
13470,-0.8757,15.9167,0.8839,FinalBaseMesh.obj
13471,-0.0006,11.0381,1.1889,FinalBaseMesh.obj
13472,-0.0004,10.8994,1.18,FinalBaseMesh.obj
13473,-0.1351,11.0304,1.1853,FinalBaseMesh.obj
13474,-0.1268,10.8928,1.1754,FinalBaseMesh.obj
13475,-0.2665,11.0075,1.1741,FinalBaseMesh.obj
13476,-0.2504,10.8724,1.1627,FinalBaseMesh.obj
13477,-0.364,10.8393,1.1388,FinalBaseMesh.obj
13478,-0.4609,10.7964,1.1073,FinalBaseMesh.obj
13479,-0.4336,10.6664,1.0992,FinalBaseMesh.obj
13480,-0.345,10.7066,1.1287,FinalBaseMesh.obj
13481,-0.411,10.5378,1.0937,FinalBaseMesh.obj
13482,-0.5056,10.6228,1.0679,FinalBaseMesh.obj
13483,-0.4767,10.4979,1.066,FinalBaseMesh.obj
13484,-0.6028,10.703,1.0374,FinalBaseMesh.obj
13485,-0.5644,10.5806,1.0384,FinalBaseMesh.obj
13486,-0.5395,10.7492,1.0715,FinalBaseMesh.obj
13487,-0.531,10.4597,1.0388,FinalBaseMesh.obj
13488,-0.4952,10.3425,1.0348,FinalBaseMesh.obj
13489,-0.446,10.3771,1.0617,FinalBaseMesh.obj
13490,-0.5411,10.3097,1.0151,FinalBaseMesh.obj
13491,-0.3879,10.4131,1.0894,FinalBaseMesh.obj
13492,-0.3149,10.4476,1.1149,FinalBaseMesh.obj
13493,-0.3297,10.5753,1.1203,FinalBaseMesh.obj
13494,-0.3567,10.294,1.0793,FinalBaseMesh.obj
13495,-0.2937,10.3246,1.1046,FinalBaseMesh.obj
13496,-0.4067,10.2615,1.0519,FinalBaseMesh.obj
13497,-0.3134,10.1794,1.0619,FinalBaseMesh.obj
13498,-0.2611,10.2059,1.0857,FinalBaseMesh.obj
13499,-0.3561,10.1505,1.038,FinalBaseMesh.obj
13500,-0.221,10.476,1.1341,FinalBaseMesh.obj
13501,-0.2293,10.6053,1.1407,FinalBaseMesh.obj
13502,-0.1135,10.4935,1.1432,FinalBaseMesh.obj
13503,-0.1168,10.6235,1.15,FinalBaseMesh.obj
13504,-0.1088,10.3673,1.1347,FinalBaseMesh.obj
13505,-0.2094,10.3505,1.1239,FinalBaseMesh.obj
13506,-0.2383,10.7379,1.1506,FinalBaseMesh.obj
13507,-0.1209,10.7568,1.1614,FinalBaseMesh.obj
13508,0.0002,10.6294,1.1521,FinalBaseMesh.obj
13509,-1e-04,10.7629,1.1643,FinalBaseMesh.obj
13510,0.0007,10.4993,1.1453,FinalBaseMesh.obj
13511,0.1169,10.6235,1.15,FinalBaseMesh.obj
13512,0.1209,10.7568,1.1614,FinalBaseMesh.obj
13513,0.2383,10.7379,1.1506,FinalBaseMesh.obj
13514,0.0013,10.3731,1.1379,FinalBaseMesh.obj
13515,0.0019,10.2488,1.1232,FinalBaseMesh.obj
13516,-0.1004,10.2435,1.1185,FinalBaseMesh.obj
13517,-4.3369,12.8719,-1.4313,FinalBaseMesh.obj
13518,-4.2529,12.8198,-1.4255,FinalBaseMesh.obj
13519,-4.3966,12.7712,-1.4051,FinalBaseMesh.obj
13520,-4.3129,12.7199,-1.3993,FinalBaseMesh.obj
13521,-4.4572,12.6696,-1.3749,FinalBaseMesh.obj
13522,-4.3759,12.62,-1.3694,FinalBaseMesh.obj
13523,-4.4721,12.8247,-1.3885,FinalBaseMesh.obj
13524,-4.4129,12.9268,-1.4143,FinalBaseMesh.obj
13525,-4.478,12.9825,-1.3722,FinalBaseMesh.obj
13526,-4.417,13.084,-1.3937,FinalBaseMesh.obj
13527,-4.5313,13.0367,-1.307,FinalBaseMesh.obj
13528,-4.4711,13.1387,-1.3265,FinalBaseMesh.obj
13529,-4.4078,13.2388,-1.3475,FinalBaseMesh.obj
13530,-4.517,13.1905,-1.2407,FinalBaseMesh.obj
13531,-4.4553,13.2907,-1.2609,FinalBaseMesh.obj
13532,-4.499,13.3403,-1.1615,FinalBaseMesh.obj
13533,-4.4367,13.4404,-1.1879,FinalBaseMesh.obj
13534,-4.3909,13.3901,-1.2867,FinalBaseMesh.obj
13535,-4.558,13.2389,-1.1411,FinalBaseMesh.obj
13536,-4.5948,13.2826,-1.0298,FinalBaseMesh.obj
13537,-4.5383,13.3871,-1.0512,FinalBaseMesh.obj
13538,-4.4774,13.4898,-1.0789,FinalBaseMesh.obj
13539,-4.342,13.3388,-1.3736,FinalBaseMesh.obj
13540,-4.3247,13.4907,-1.3175,FinalBaseMesh.obj
13541,-4.3719,13.5404,-1.2194,FinalBaseMesh.obj
13542,-4.5752,13.088,-1.2231,FinalBaseMesh.obj
13543,-4.6302,12.9824,-1.2045,FinalBaseMesh.obj
13544,-4.5883,12.9318,-1.2854,FinalBaseMesh.obj
13545,-4.5363,12.8787,-1.348,FinalBaseMesh.obj
13546,-4.6426,12.8242,-1.2603,FinalBaseMesh.obj
13547,-4.6827,12.874,-1.1827,FinalBaseMesh.obj
13548,-4.5925,12.7728,-1.32,FinalBaseMesh.obj
13549,-4.6131,13.1352,-1.1245,FinalBaseMesh.obj
13550,-4.6651,13.0287,-1.1084,FinalBaseMesh.obj
13551,-4.5304,12.7208,-1.3588,FinalBaseMesh.obj
13552,-4.6476,12.6651,-1.2885,FinalBaseMesh.obj
13553,-4.5887,12.6157,-1.326,FinalBaseMesh.obj
13554,-4.6473,12.5095,-1.2901,FinalBaseMesh.obj
13555,-4.5191,12.5671,-1.3418,FinalBaseMesh.obj
13556,-4.5823,12.4637,-1.3057,FinalBaseMesh.obj
13557,-4.4419,12.5198,-1.3364,FinalBaseMesh.obj
13558,-4.5102,12.4192,-1.3006,FinalBaseMesh.obj
13559,-4.7023,12.5565,-1.2535,FinalBaseMesh.obj
13560,-4.7067,12.4032,-1.2503,FinalBaseMesh.obj
13561,-4.7571,12.4477,-1.2148,FinalBaseMesh.obj
13562,-4.6466,12.3601,-1.2654,FinalBaseMesh.obj
13563,-4.2246,12.6715,-1.3748,FinalBaseMesh.obj
13564,-4.2906,12.5721,-1.3451,FinalBaseMesh.obj
13565,-4.1643,12.7719,-1.4017,FinalBaseMesh.obj
13566,-4.0739,12.7293,-1.3625,FinalBaseMesh.obj
13567,-4.1361,12.6262,-1.3343,FinalBaseMesh.obj
13568,-4.2059,12.5261,-1.3047,FinalBaseMesh.obj
13569,-4.2817,12.4283,-1.2735,FinalBaseMesh.obj
13570,-4.3612,12.4736,-1.3127,FinalBaseMesh.obj
13571,-4.3617,12.3322,-1.2402,FinalBaseMesh.obj
13572,-4.4351,12.3755,-1.2777,FinalBaseMesh.obj
13573,-4.5107,12.2775,-1.2388,FinalBaseMesh.obj
13574,-4.5799,12.3185,-1.2605,FinalBaseMesh.obj
13575,-4.4434,12.2369,-1.2038,FinalBaseMesh.obj
13576,-4.21,12.388,-1.2181,FinalBaseMesh.obj
13577,-4.2955,12.2933,-1.1882,FinalBaseMesh.obj
13578,-4.2427,12.2661,-1.1203,FinalBaseMesh.obj
13579,-4.1525,12.3599,-1.1458,FinalBaseMesh.obj
13580,-4.3831,12.2004,-1.1556,FinalBaseMesh.obj
13581,-4.3348,12.1751,-1.0928,FinalBaseMesh.obj
13582,-4.205,12.2538,-1.0388,FinalBaseMesh.obj
13583,-4.0666,12.4572,-1.1712,FinalBaseMesh.obj
13584,-4.1289,12.4857,-1.247,FinalBaseMesh.obj
13585,-0.0358,9.7805,0.0963,FinalBaseMesh.obj
13586,-0.0686,9.7569,0.2644,FinalBaseMesh.obj
13587,-0.0365,9.7607,0.2647,FinalBaseMesh.obj
13588,-0.0345,9.7547,0.4346,FinalBaseMesh.obj
13589,-0.0646,9.75,0.4349,FinalBaseMesh.obj
13590,-0.063,9.7596,0.6089,FinalBaseMesh.obj
13591,-0.0337,9.7647,0.6097,FinalBaseMesh.obj
13592,0.0024,9.756,0.4344,FinalBaseMesh.obj
13593,0.0027,9.7662,0.6099,FinalBaseMesh.obj
13594,0.0023,9.7615,0.2648,FinalBaseMesh.obj
13595,0.0365,9.7607,0.2647,FinalBaseMesh.obj
13596,0.0344,9.7547,0.4346,FinalBaseMesh.obj
13597,0.0686,9.7569,0.2644,FinalBaseMesh.obj
13598,0.0646,9.75,0.4349,FinalBaseMesh.obj
13599,0.063,9.7596,0.6089,FinalBaseMesh.obj
13600,0.0337,9.7646,0.6097,FinalBaseMesh.obj
13601,0.0889,9.7503,0.6076,FinalBaseMesh.obj
13602,0.0707,9.7991,0.7745,FinalBaseMesh.obj
13603,0.0378,9.8036,0.7775,FinalBaseMesh.obj
13604,0.0996,9.7911,0.7704,FinalBaseMesh.obj
13605,0.0022,9.7818,0.0971,FinalBaseMesh.obj
13606,-0.0379,9.8036,0.7775,FinalBaseMesh.obj
13607,-0.0707,9.7991,0.7745,FinalBaseMesh.obj
13608,-0.0483,9.8807,0.9216,FinalBaseMesh.obj
13609,-0.0901,9.876,0.9152,FinalBaseMesh.obj
13610,-0.089,9.7503,0.6076,FinalBaseMesh.obj
13611,-0.0911,9.7401,0.435,FinalBaseMesh.obj
13612,-0.0968,9.7477,0.2636,FinalBaseMesh.obj
13613,-0.1214,9.9841,1.0155,FinalBaseMesh.obj
13614,-0.1587,10.1058,1.0738,FinalBaseMesh.obj
13615,-0.0652,9.9915,1.0262,FinalBaseMesh.obj
13616,-0.085,10.1177,1.0876,FinalBaseMesh.obj
13617,0.0025,10.122,1.0929,FinalBaseMesh.obj
13618,0.0029,9.9941,1.0302,FinalBaseMesh.obj
13619,-0.1901,10.2283,1.1053,FinalBaseMesh.obj
13620,-0.2163,10.0887,1.0555,FinalBaseMesh.obj
13621,0.0652,9.9915,1.0261,FinalBaseMesh.obj
13622,0.085,10.1177,1.0876,FinalBaseMesh.obj
13623,0.0031,9.8822,0.924,FinalBaseMesh.obj
13624,0.003,9.805,0.7786,FinalBaseMesh.obj
13625,0.0483,9.8807,0.9216,FinalBaseMesh.obj
13626,-2.2348,6.1517,-0.1699,FinalBaseMesh.obj
13627,-2.2438,6.2304,-0.2098,FinalBaseMesh.obj
13628,-2.2294,6.2199,-0.1046,FinalBaseMesh.obj
13629,-2.2411,6.2708,-0.1509,FinalBaseMesh.obj
13630,-2.209,6.1787,-0.042,FinalBaseMesh.obj
13631,-2.2079,6.2674,0.0079,FinalBaseMesh.obj
13632,-2.2294,6.2934,-0.0553,FinalBaseMesh.obj
13633,-2.208,6.3645,0.0508,FinalBaseMesh.obj
13634,-2.1764,6.2465,0.0787,FinalBaseMesh.obj
13635,-2.174,6.3497,0.1224,FinalBaseMesh.obj
13636,-2.134,6.2298,0.1544,FinalBaseMesh.obj
13637,-2.1294,6.3363,0.1979,FinalBaseMesh.obj
13638,-2.0812,6.2152,0.2342,FinalBaseMesh.obj
13639,-2.0742,6.324,0.2774,FinalBaseMesh.obj
13640,-2.0675,6.434,0.318,FinalBaseMesh.obj
13641,-2.1243,6.4454,0.2385,FinalBaseMesh.obj
13642,-2.0097,6.3118,0.362,FinalBaseMesh.obj
13643,-2.0015,6.4242,0.4017,FinalBaseMesh.obj
13644,-2.0594,6.5455,0.3564,FinalBaseMesh.obj
13645,-1.9909,6.538,0.4368,FinalBaseMesh.obj
13646,-2.0489,6.6576,0.3922,FinalBaseMesh.obj
13647,-1.9771,6.6514,0.4674,FinalBaseMesh.obj
13648,-1.9126,6.5342,0.5143,FinalBaseMesh.obj
13649,-1.8958,6.6483,0.5369,FinalBaseMesh.obj
13650,-1.9278,6.417,0.4884,FinalBaseMesh.obj
13651,-1.9384,6.2999,0.4522,FinalBaseMesh.obj
13652,-2.0192,6.2008,0.3185,FinalBaseMesh.obj
13653,-1.9501,6.1846,0.4076,FinalBaseMesh.obj
13654,-2.1176,6.5563,0.2771,FinalBaseMesh.obj
13655,-2.1089,6.6676,0.3133,FinalBaseMesh.obj
13656,-2.1509,6.7885,0.2628,FinalBaseMesh.obj
13657,-2.159,6.6788,0.2332,FinalBaseMesh.obj
13658,-2.0999,6.7781,0.3458,FinalBaseMesh.obj
13659,-2.0372,6.7686,0.4232,FinalBaseMesh.obj
13660,-2.1662,6.5677,0.199,FinalBaseMesh.obj
13661,-2.1709,6.4572,0.1622,FinalBaseMesh.obj
13662,-2.2048,6.5777,0.122,FinalBaseMesh.obj
13663,-2.2073,6.4689,0.0884,FinalBaseMesh.obj
13664,-2.0307,6.0897,0.272,FinalBaseMesh.obj
13665,-1.9671,6.0691,0.3595,FinalBaseMesh.obj
13666,-1.9031,6.0421,0.4496,FinalBaseMesh.obj
13667,-1.8791,6.1654,0.4975,FinalBaseMesh.obj
13668,-1.8386,6.0113,0.5319,FinalBaseMesh.obj
13669,-1.807,6.1469,0.5733,FinalBaseMesh.obj
13670,-1.8633,6.2888,0.5415,FinalBaseMesh.obj
13671,-1.7838,6.281,0.6091,FinalBaseMesh.obj
13672,-1.8432,5.8974,0.4625,FinalBaseMesh.obj
13673,-1.7569,5.8811,0.5122,FinalBaseMesh.obj
13674,-1.752,5.9984,0.5808,FinalBaseMesh.obj
13675,-1.9142,5.9271,0.3895,FinalBaseMesh.obj
13676,-1.7238,6.14,0.6181,FinalBaseMesh.obj
13677,-2.2319,6.3805,-0.0161,FinalBaseMesh.obj
13678,-2.2468,6.3957,-0.0768,FinalBaseMesh.obj
13679,-2.2421,6.3222,-0.1066,FinalBaseMesh.obj
13680,-2.2341,6.4792,0.0172,FinalBaseMesh.obj
13681,-2.2523,6.4871,-0.0515,FinalBaseMesh.obj
13682,-2.2565,6.5889,-0.029,FinalBaseMesh.obj
13683,-2.2346,6.5849,0.0461,FinalBaseMesh.obj
13684,-2.2592,6.6949,-0.0099,FinalBaseMesh.obj
13685,-2.2334,6.6934,0.0712,FinalBaseMesh.obj
13686,-2.2002,6.6879,0.1523,FinalBaseMesh.obj
13687,-2.1943,6.7972,0.1781,FinalBaseMesh.obj
13688,-2.2307,6.8016,0.0918,FinalBaseMesh.obj
13689,-2.2285,6.907,0.1066,FinalBaseMesh.obj
13690,-2.1897,6.9032,0.1978,FinalBaseMesh.obj
13691,-2.1449,6.8954,0.2871,FinalBaseMesh.obj
13692,-2.229,7.0089,0.1149,FinalBaseMesh.obj
13693,-2.2635,7.009,0.0183,FinalBaseMesh.obj
13694,-2.2614,6.9068,0.0147,FinalBaseMesh.obj
13695,-2.1891,7.0058,0.2112,FinalBaseMesh.obj
13696,-2.2604,6.8019,0.0051,FinalBaseMesh.obj
13697,-2.2828,6.799,-0.0827,FinalBaseMesh.obj
13698,-2.2775,6.6935,-0.0916,FinalBaseMesh.obj
13699,-2.2709,6.5894,-0.1038,FinalBaseMesh.obj
13700,-2.2631,6.4907,-0.1178,FinalBaseMesh.obj
13701,-2.2548,6.4053,-0.131,FinalBaseMesh.obj
13702,-2.2487,6.347,-0.14,FinalBaseMesh.obj
13703,-2.2491,6.3275,-0.1782,FinalBaseMesh.obj
13704,-2.2579,6.4002,-0.1855,FinalBaseMesh.obj
13705,-2.2508,6.3089,-0.2338,FinalBaseMesh.obj
13706,-2.2593,6.3933,-0.2466,FinalBaseMesh.obj
13707,-2.2787,6.5873,-0.1792,FinalBaseMesh.obj
13708,-2.2682,6.4887,-0.184,FinalBaseMesh.obj
13709,-2.2913,6.6889,-0.2605,FinalBaseMesh.obj
13710,-2.2808,6.5859,-0.2569,FinalBaseMesh.obj
13711,-2.2883,6.6906,-0.1748,FinalBaseMesh.obj
13712,-2.2697,6.4864,-0.2532,FinalBaseMesh.obj
13713,-2.2678,6.4876,-0.3285,FinalBaseMesh.obj
13714,-2.2769,6.5879,-0.3391,FinalBaseMesh.obj
13715,-2.2855,6.6904,-0.35,FinalBaseMesh.obj
13716,-2.2967,6.7955,-0.1728,FinalBaseMesh.obj
13717,-2.3006,6.7929,-0.2659,FinalBaseMesh.obj
13718,-2.2595,6.3907,-0.3171,FinalBaseMesh.obj
13719,-2.2602,6.4943,-0.4118,FinalBaseMesh.obj
